month,year,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_list_price,homes_sold,pending_sales,new_listings,inventory,months_of_supply,median_dom,avg_sale_to_list,sold_above_list,price_drops,parent_metro_region,parent_metro_region_metro_code
May,2023,"Winthrop, MA",Winthrop,Massachusetts,MA,Condo/Co-op,3,546500.0,624450.0,4.0,8.0,7.0,12.0,3.0,22.0,1.045767579189328,0.75,0.25,"Boston, MA",14454.0
October,2019,"Marietta-Alderwood, WA",Marietta-Alderwood,Washington,WA,Single Family Residential,6,400000.0,400000.0,1.0,4.0,3.0,8.0,8.0,,1.0,0.0,0.75,"Bellingham, WA",13380.0
July,2023,"Addison, IL",Addison,Illinois,IL,Condo/Co-op,3,157500.0,349900.0,8.0,4.0,5.0,8.0,1.0,54.0,1.0356429519261088,0.5,0.125,"Chicago, IL",16984.0
January,2016,"Northbrook, OH",Northbrook,Ohio,OH,Condo/Co-op,3,43300.0,60400.0,4.0,5.0,4.0,16.0,4.0,84.0,0.9057575254100227,0.0,0.0625,"Cincinnati, OH",17140.0
July,2017,"Salisbury, NC",Salisbury,North Carolina,NC,All Residential,-1,133500.0,142150.0,46.0,,60.0,219.0,4.8,67.0,0.976688455288026,0.217391304347826,0.1506849315068493,"Charlotte, NC",16740.0
September,2013,"Westwood, MI",Westwood,Michigan,MI,Condo/Co-op,3,67000.0,,2.0,2.0,,1.0,0.5,104.0,1.0761538461538462,0.5,,"Kalamazoo, MI",28020.0
May,2018,"Baileyville, PA",Baileyville,Pennsylvania,PA,All Residential,-1,355100.0,,1.0,1.0,,1.0,1.0,183.0,0.9469333333333332,0.0,,"State College, PA",44300.0
June,2014,"Great Barrington, MA",Great Barrington,Massachusetts,MA,Condo/Co-op,3,388000.0,,1.0,1.0,,1.0,1.0,133.0,0.9748743718592964,0.0,,"Pittsfield, MA",38340.0
September,2019,"South Brooksville, FL",South Brooksville,Florida,FL,Single Family Residential,6,195000.0,194450.0,5.0,5.0,10.0,24.0,4.8,403.0,0.9995772012255898,0.4,,"Tampa, FL",45300.0
November,2020,"North Highlands, CA",North Highlands,California,CA,Condo/Co-op,3,178500.0,327000.0,7.0,3.0,2.0,1.0,0.1,18.0,0.9941424108181164,0.1428571428571428,,"Sacramento, CA",40900.0
March,2021,"Manassas, VA",Manassas,Virginia,VA,Single Family Residential,6,486000.0,359000.0,32.0,31.0,24.0,19.0,0.5999999999999999,5.0,1.0250366856067603,0.53125,0.1052631578947368,"Washington, DC",47894.0
July,2012,"Washington Crossing, NJ",Washington Crossing,New Jersey,NJ,All Residential,-1,369500.0,184900.0,2.0,1.0,1.0,4.0,2.0,22.0,1.0,0.0,0.5,"Trenton, NJ",45940.0
February,2013,"West Boylston, MA",West Boylston,Massachusetts,MA,All Residential,-1,250000.0,229900.0,2.0,4.0,11.0,52.0,26.0,334.0,0.9630400380046356,0.0,0.0384615384615384,"Worcester, MA",49340.0
December,2024,"New Ellenton, SC",New Ellenton,South Carolina,SC,Single Family Residential,6,295000.0,174949.5,3.0,4.0,2.0,4.0,1.3,250.0,0.9664210252954448,0.0,0.25,"Augusta, GA",12260.0
August,2019,"Beverly, MA",Beverly,Massachusetts,MA,Multi-Family (2-4 Unit),4,557500.0,419000.0,6.0,3.0,1.0,3.0,0.5,24.0,0.9942072439556168,0.6666666666666666,0.3333333333333333,"Boston, MA",14454.0
April,2019,"Manteno, IL",Manteno,Illinois,IL,Townhouse,13,134000.0,219900.0,3.0,1.0,3.0,3.0,1.0,33.0,0.9479917047841758,0.0,0.3333333333333333,"Kankakee, IL",28100.0
December,2020,"East Hampton, CT",East Hampton,Connecticut,CT,Multi-Family (2-4 Unit),4,255000.0,,1.0,1.0,,1.0,1.0,93.0,1.020408163265306,1.0,,"Hartford, CT",25540.0
March,2015,"Greer, SC",Greer,South Carolina,SC,Single Family Residential,6,188000.0,175000.0,47.0,60.0,52.0,203.0,4.3,79.0,0.9827064892368276,0.1276595744680851,0.1231527093596059,"Greenville, SC",24860.0
September,2017,"Saranac, NY",Saranac,New York,NY,All Residential,-1,153500.0,124450.0,3.0,3.0,2.0,12.0,4.0,100.0,0.9406875549341592,0.0,,"Plattsburgh, NY",38460.0
October,2019,"Dilworthtown, PA",Dilworthtown,Pennsylvania,PA,Townhouse,13,385000.0,435000.0,1.0,1.0,2.0,2.0,2.0,60.0,0.9627406851712929,0.0,,"Montgomery County, PA",33874.0
June,2014,"Santa Paula, CA",Santa Paula,California,CA,Condo/Co-op,3,174000.0,359000.0,2.0,3.0,4.0,5.0,2.5,21.0,1.0002501250625313,0.5,0.5999999999999999,"Oxnard, CA",37100.0
October,2015,"Winterset, IA",Winterset,Iowa,IA,All Residential,-1,153750.0,189900.0,12.0,12.0,13.0,44.0,3.7,112.0,0.990449794452656,0.1666666666666666,,"Des Moines, IA",19780.0
March,2021,"Lapeer, MI",Lapeer,Michigan,MI,Single Family Residential,6,140000.0,154900.0,15.0,18.0,18.0,14.0,0.9,93.0,0.979916672723654,0.3333333333333333,0.4285714285714285,"Warren, MI",47664.0
August,2021,"Clacks Canyon, AZ",Clacks Canyon,Arizona,AZ,All Residential,-1,565000.0,577450.0,1.0,1.0,4.0,4.0,4.0,124.0,0.982608695652174,0.0,,"Lake Havasu City, AZ",29420.0
November,2019,"Woodinville, WA",Woodinville,Washington,WA,Townhouse,13,437500.0,,2.0,1.0,,2.0,1.0,15.0,1.0,0.0,1.0,"Seattle, WA",42644.0
July,2017,"Brookside, AL",Brookside,Alabama,AL,All Residential,-1,4900.0,139900.0,1.0,2.0,1.0,5.0,5.0,119.0,1.0,0.0,0.4,"Birmingham, AL",13820.0
October,2017,"St. Marys, OH",St. Marys,Ohio,OH,Single Family Residential,6,70367.0,94500.0,11.0,11.0,12.0,43.0,3.9,37.0,0.9324101877037118,0.0909090909090909,,"Wapakoneta, OH",47540.0
February,2023,"Lindenwold, NJ",Lindenwold,New Jersey,NJ,Townhouse,13,187000.0,239900.0,5.0,3.0,3.0,4.0,0.8,40.0,1.0424622630250873,0.8,,"Camden, NJ",15804.0
December,2022,"Waynesville, OH",Waynesville,Ohio,OH,Condo/Co-op,3,314800.0,,1.0,,,4.0,4.0,127.0,1.0,0.0,,"Cincinnati, OH",17140.0
April,2024,"Hacienda Heights, CA",Hacienda Heights,California,CA,All Residential,-1,939400.0,959000.0,28.0,31.0,42.0,55.0,2.0,18.0,1.0237186567861407,0.6785714285714286,0.2181818181818181,"Los Angeles, CA",31084.0
August,2024,"Old Brookville, NY",Old Brookville,New York,NY,All Residential,-1,2525000.0,4339000.0,1.0,3.0,2.0,12.0,12.0,43.0,0.9355316783994072,0.0,0.4166666666666666,"Nassau County, NY",35004.0
August,2016,"Druid Hills, KY",Druid Hills,Kentucky,KY,All Residential,-1,318500.0,519750.0,1.0,1.0,2.0,3.0,3.0,172.0,0.952167414050822,0.0,0.3333333333333333,"Louisville, KY",31140.0
June,2019,"Ashland, NJ",Ashland,New Jersey,NJ,All Residential,-1,244950.0,244450.0,20.0,21.0,22.0,52.0,2.6,30.0,0.984641927679674,0.3499999999999999,0.3076923076923077,"Camden, NJ",15804.0
May,2015,"Mashpee Neck, MA",Mashpee Neck,Massachusetts,MA,All Residential,-1,230000.0,379900.0,1.0,4.0,9.0,27.0,27.0,87.0,0.8231925554760199,0.0,0.074074074074074,"Barnstable Town, MA",12700.0
December,2024,"Reddick, FL",Reddick,Florida,FL,All Residential,-1,213000.0,,1.0,1.0,,1.0,1.0,88.0,0.9466666666666664,0.0,1.0,"Ocala, FL",36100.0
July,2018,"Willow Oak, FL",Willow Oak,Florida,FL,All Residential,-1,146000.0,169450.0,3.0,7.0,6.0,16.0,5.3,84.0,1.0201321143182778,0.3333333333333333,0.25,"Lakeland, FL",29460.0
September,2020,"Winchendon, MA",Winchendon,Massachusetts,MA,All Residential,-1,217450.0,239900.0,8.0,2.0,5.0,13.0,1.6,23.0,1.0235559787328228,0.75,0.3846153846153846,"Worcester, MA",49340.0
September,2019,"Union Mill, VA",Union Mill,Virginia,VA,Townhouse,13,549995.0,634900.0,1.0,,1.0,1.0,1.0,14.0,1.0,0.0,,"Washington, DC",47894.0
April,2016,"Lampeter, PA",Lampeter,Pennsylvania,PA,Single Family Residential,6,296489.5,325200.0,2.0,2.0,1.0,4.0,2.0,106.0,0.9936202061307386,0.5,,"Lancaster, PA",29540.0
March,2018,"Avon, CO",Avon,Colorado,CO,Condo/Co-op,3,475000.0,437000.0,9.0,8.0,11.0,43.0,4.8,89.0,0.9350689959028152,0.0,,"Edwards, CO",20780.0
August,2024,"Medford, MN",Medford,Minnesota,MN,Single Family Residential,6,490000.0,284900.0,1.0,4.0,7.0,2.0,2.0,58.0,0.9801960392078416,0.0,0.5,"Owatonna, MN",36940.0
January,2016,"Avon Park, FL",Avon Park,Florida,FL,All Residential,-1,49000.0,65500.0,9.0,9.0,5.0,24.0,2.7,66.0,0.8326317771105747,0.1111111111111111,,"Sebring, FL",42700.0
September,2015,"Rocky Point, NY",Rocky Point,New York,NY,Multi-Family (2-4 Unit),4,310000.0,,1.0,,,,,255.0,0.9394224067395982,0.0,,"Nassau County, NY",35004.0
July,2019,"New Castle, CO",New Castle,Colorado,CO,Single Family Residential,6,521000.0,379000.0,6.0,6.0,9.0,37.0,6.2,70.0,0.984281043109566,0.0,,"Glenwood Springs, CO",24060.0
April,2019,"Kings Grant, NC",Kings Grant,North Carolina,NC,All Residential,-1,199500.0,205000.0,12.0,12.0,17.0,67.0,5.6,63.0,0.991242653358362,0.3333333333333333,,"Wilmington, NC",48900.0
September,2018,"Noxen, PA",Noxen,Pennsylvania,PA,All Residential,-1,139900.0,,1.0,1.0,,,,33.0,1.0,0.0,,"Scranton, PA",42540.0
December,2013,"Wenham, MA",Wenham,Massachusetts,MA,Single Family Residential,6,521250.0,499999.0,6.0,,1.0,23.0,3.8,171.0,0.9543226106328004,0.0,0.0869565217391304,"Boston, MA",14454.0
April,2024,"Lancaster, OH",Lancaster,Ohio,OH,Multi-Family (2-4 Unit),4,218000.0,227700.0,2.0,2.0,2.0,3.0,1.5,54.0,1.0091661293788952,0.5,,"Columbus, OH",18140.0
May,2024,"Torrance, CA",Torrance,California,CA,Townhouse,13,1060250.0,1255000.0,10.0,11.0,12.0,12.0,1.2,32.0,1.0174306719752564,0.5,0.4166666666666666,"Los Angeles, CA",31084.0
June,2014,"Waverly, PA",Waverly,Pennsylvania,PA,All Residential,-1,200000.0,,1.0,1.0,,9.0,9.0,56.0,1.0005002501250626,1.0,,"Scranton, PA",42540.0
March,2015,"Americus, KS",Americus,Kansas,KS,Single Family Residential,6,126900.0,48500.0,1.0,1.0,1.0,8.0,8.0,322.0,,0.0,,"Emporia, KS",21380.0
March,2015,"Glendale, CA",Glendale,California,CA,Single Family Residential,6,710000.0,749000.0,63.0,81.0,97.0,129.0,2.0,32.0,0.9967386479875068,0.365079365079365,0.2325581395348837,"Los Angeles, CA",31084.0
January,2025,"Zion, PA",Zion,Pennsylvania,PA,Single Family Residential,6,355000.0,,1.0,,,4.0,4.0,56.0,0.9863851069741594,0.0,0.25,"State College, PA",44300.0
January,2016,"Ontario, CA",Ontario,California,CA,Multi-Family (2-4 Unit),4,600000.0,349000.0,4.0,4.0,7.0,16.0,4.0,106.0,0.9757782897138608,0.5,0.0625,"Riverside, CA",40140.0
March,2015,"Woodstock, IL",Woodstock,Illinois,IL,Condo/Co-op,3,116000.0,179900.0,3.0,6.0,5.0,17.0,5.7,84.0,0.9223481742377924,0.0,0.2941176470588235,"Chicago, IL",16984.0
December,2020,"Robesonia, PA",Robesonia,Pennsylvania,PA,Townhouse,13,191785.0,207000.0,3.0,2.0,6.0,7.0,2.3,7.0,1.0033087589959628,0.3333333333333333,0.1428571428571428,"Reading, PA",39740.0
August,2017,"Pomona, NJ",Pomona,New Jersey,NJ,Single Family Residential,6,174900.0,204900.0,9.0,10.0,8.0,41.0,4.6,152.0,0.969309527160168,0.1111111111111111,0.0975609756097561,"Atlantic City, NJ",12100.0
August,2023,"Chantilly, VA",Chantilly,Virginia,VA,All Residential,-1,829600.0,711950.0,25.0,29.0,28.0,43.0,1.7,24.0,1.0005422125331778,0.32,0.2093023255813953,"Washington, DC",47894.0
November,2012,"Maple Valley, WA",Maple Valley,Washington,WA,All Residential,-1,265723.0,284950.0,33.0,64.0,38.0,98.0,3.0,19.0,0.9994418160302896,0.3333333333333333,0.2244897959183673,"Seattle, WA",42644.0
November,2023,"Ogdensburg, NJ",Ogdensburg,New Jersey,NJ,Single Family Residential,6,265000.0,,4.0,1.0,,,,15.0,1.068918438392197,0.75,,"Newark, NJ",35084.0
March,2020,"Bellville, OH",Bellville,Ohio,OH,Single Family Residential,6,221000.0,189900.0,2.0,2.0,3.0,4.0,2.0,174.0,0.9736262972572276,0.0,,"Mansfield, OH",31900.0
August,2022,"Gainesville, GA",Gainesville,Georgia,GA,All Residential,-1,368460.0,400000.0,59.0,70.0,91.0,235.0,4.0,20.0,0.9928703494422476,0.3728813559322034,0.2936170212765957,"Gainesville, GA",23580.0
May,2012,"Interlachen, FL",Interlachen,Florida,FL,Single Family Residential,6,38900.0,22500.0,1.0,1.0,1.0,9.0,9.0,85.0,1.0012870012870012,1.0,,"Palatka, FL",37260.0
May,2024,"Plympton, MA",Plympton,Massachusetts,MA,Single Family Residential,6,540000.0,669000.0,2.0,4.0,7.0,4.0,2.0,104.0,1.0036928299543917,0.5,,"Boston, MA",14454.0
February,2019,"Lenwood, CA",Lenwood,California,CA,Single Family Residential,6,156000.0,135000.0,3.0,5.0,3.0,14.0,4.7,62.0,0.9923167155425218,0.3333333333333333,,"Riverside, CA",40140.0
November,2016,"Genoa, OH",Genoa,Ohio,OH,All Residential,-1,41000.0,153450.0,1.0,1.0,2.0,12.0,12.0,201.0,0.836734693877551,0.0,,"Toledo, OH",45780.0
August,2015,"Des Plaines, IL",Des Plaines,Illinois,IL,Multi-Family (2-4 Unit),4,427000.0,,1.0,,,2.0,2.0,3.0,0.9930232558139536,0.0,0.5,"Chicago, IL",16984.0
July,2016,"Ogden, IL",Ogden,Illinois,IL,Single Family Residential,6,110500.0,85000.0,4.0,4.0,1.0,2.0,0.5,8.0,0.9875656837801782,0.25,,"Champaign, IL",16580.0
November,2012,"Ware, MA",Ware,Massachusetts,MA,Single Family Residential,6,69500.0,89900.0,2.0,2.0,4.0,30.0,15.0,219.0,0.9208667486718914,0.5,,"Springfield, MA",44140.0
March,2021,"Mattapoisett Center, MA",Mattapoisett Center,Massachusetts,MA,Single Family Residential,6,572450.0,539900.0,4.0,5.0,3.0,3.0,0.8,20.0,1.0375547342472535,0.75,,"Boston, MA",14454.0
March,2023,"Benicia, CA",Benicia,California,CA,Condo/Co-op,3,565000.0,745000.0,6.0,6.0,6.0,7.0,1.2,26.0,0.9899040471142482,0.1666666666666666,0.4285714285714285,"Vallejo, CA",46700.0
September,2024,"Lauderdale Lakes, FL",Lauderdale Lakes,Florida,FL,Single Family Residential,6,470000.0,149900.0,7.0,9.0,16.0,48.0,6.9,48.0,0.9769574647160086,0.4285714285714285,0.2083333333333333,"Fort Lauderdale, FL",22744.0
January,2025,"Lincoln Park, MI",Lincoln Park,Michigan,MI,All Residential,-1,165000.0,169000.0,29.0,34.0,38.0,43.0,1.5,27.0,0.9982072372236056,0.4137931034482758,0.2790697674418604,"Detroit, MI",19804.0
April,2015,"Golden Valley, NV",Golden Valley,Nevada,NV,All Residential,-1,231000.0,323900.0,2.0,3.0,1.0,4.0,2.0,55.0,1.0047846889952154,1.0,0.25,"Reno, NV",39900.0
June,2021,"San Diego Country Estates, CA",San Diego Country Estates,California,CA,All Residential,-1,668000.0,722497.5,24.0,25.0,34.0,31.0,1.3,7.0,1.034093777150192,0.6666666666666666,0.2580645161290322,"San Diego, CA",41740.0
October,2022,"De Witt, NY",De Witt,New York,NY,Single Family Residential,6,196000.0,239900.0,21.0,32.0,21.0,37.0,1.8,24.0,1.005878475353238,0.4761904761904761,0.2972972972972973,"Syracuse, NY",45060.0
August,2012,"Lakeway, TX",Lakeway,Texas,TX,Single Family Residential,6,405500.0,399745.0,48.0,43.0,48.0,199.0,4.1,76.0,0.9687041471895642,0.0416666666666666,0.2964824120603015,"Austin, TX",12420.0
October,2018,"Greenville, NY",Greenville,New York,NY,Condo/Co-op,3,211450.0,649450.0,10.0,6.0,6.0,22.0,2.2,46.0,0.9924893557967104,0.2999999999999999,0.4545454545454545,"New York, NY",35614.0
August,2024,"Marlborough, MA",Marlborough,Massachusetts,MA,Condo/Co-op,3,569950.0,594900.0,4.0,4.0,8.0,6.0,1.5,9.0,1.0141806475868227,0.5,0.1666666666666666,"Boston, MA",14454.0
September,2016,"El Sobrante, CA",El Sobrante,California,CA,All Residential,-1,489000.0,483000.0,13.0,22.0,27.0,87.0,6.7,40.0,0.9756762194906544,0.2307692307692307,0.264367816091954,"Riverside, CA",40140.0
August,2018,"New Palestine, IN",New Palestine,Indiana,IN,Single Family Residential,6,279900.0,268945.0,7.0,7.0,8.0,22.0,3.1,40.0,0.9698621718381054,0.1428571428571428,0.5,"Indianapolis, IN",26900.0
April,2021,"Woodall, OK",Woodall,Oklahoma,OK,Single Family Residential,6,350000.0,289500.0,1.0,2.0,2.0,1.0,1.0,5.0,1.002865329512894,1.0,,"Tahlequah, OK",45140.0
January,2021,"New Lenox, IL",New Lenox,Illinois,IL,Townhouse,13,163000.0,324854.0,3.0,2.0,2.0,3.0,1.0,38.0,0.9937509683416826,0.0,,"Chicago, IL",16984.0
April,2018,"Elmwood Place, OH",Elmwood Place,Ohio,OH,Single Family Residential,6,42000.0,30000.0,1.0,4.0,1.0,6.0,6.0,34.0,0.8416833667334668,0.0,0.1666666666666666,"Cincinnati, OH",17140.0
October,2021,"Forest Grove, OR",Forest Grove,Oregon,OR,Single Family Residential,6,489000.0,512450.0,32.0,40.0,41.0,24.0,0.8,12.0,1.0102193533908943,0.625,0.2916666666666666,"Portland, OR",38900.0
May,2021,"Marlin, TX",Marlin,Texas,TX,All Residential,-1,119500.0,89000.0,2.0,2.0,3.0,13.0,6.5,229.0,,0.0,,"Waco, TX",47380.0
August,2023,"Blue Island, IL",Blue Island,Illinois,IL,Townhouse,13,246000.0,229800.0,1.0,1.0,1.0,1.0,1.0,77.0,0.8227424749163879,0.0,,"Chicago, IL",16984.0
July,2021,"Mount Sidney, VA",Mount Sidney,Virginia,VA,Single Family Residential,6,225000.0,,3.0,3.0,,1.0,0.2999999999999999,48.0,1.0563428208236023,0.6666666666666666,,"Staunton, VA",44420.0
March,2019,"Williamson, IL",Williamson,Illinois,IL,All Residential,-1,17500.0,,1.0,,,1.0,1.0,59.0,1.0,0.0,,"St. Louis, MO",41180.0
April,2013,"Evansburg, PA",Evansburg,Pennsylvania,PA,All Residential,-1,168000.0,354450.0,4.0,5.0,4.0,5.0,1.3,117.0,0.9910105319031072,0.5,0.2,"Montgomery County, PA",33874.0
July,2013,"North Bay Shore, NY",North Bay Shore,New York,NY,Single Family Residential,6,175000.0,208500.0,12.0,7.0,16.0,57.0,4.8,106.0,0.9472906637848508,0.0833333333333333,0.0701754385964912,"Nassau County, NY",35004.0
May,2016,"Descanso, CA",Descanso,California,CA,All Residential,-1,350000.0,214450.0,1.0,2.0,2.0,8.0,8.0,16.0,1.0002857959416975,1.0,,"San Diego, CA",41740.0
December,2020,"Herndon, VA",Herndon,Virginia,VA,Condo/Co-op,3,290550.0,404900.0,6.0,9.0,6.0,9.0,1.5,92.0,0.9835189676268375,0.0,0.2222222222222222,"Washington, DC",47894.0
December,2016,"Las Campanas, NM",Las Campanas,New Mexico,NM,All Residential,-1,905000.0,995000.0,4.0,6.0,5.0,78.0,19.5,365.0,,0.0,0.064102564102564,"Santa Fe, NM",42140.0
February,2019,"Johnson Creek, WI",Johnson Creek,Wisconsin,WI,Condo/Co-op,3,246300.0,282000.0,1.0,,1.0,,,192.0,0.9476721816083108,0.0,,"Watertown, WI",48020.0
March,2016,"Fort Washington, PA",Fort Washington,Pennsylvania,PA,Townhouse,13,220000.0,300000.0,1.0,1.0,4.0,5.0,5.0,94.0,0.9166666666666666,0.0,0.2,"Montgomery County, PA",33874.0
February,2025,"New Baltimore, MI",New Baltimore,Michigan,MI,Single Family Residential,6,440000.0,419900.0,6.0,6.0,9.0,20.0,3.3,46.0,0.983624967867362,0.1666666666666666,0.1499999999999999,"Warren, MI",47664.0
November,2016,"Stansbury Park, UT",Stansbury Park,Utah,UT,All Residential,-1,270935.0,257150.0,24.0,19.0,18.0,37.0,1.5,41.0,0.9954609065692666,0.3333333333333333,0.2702702702702702,"Salt Lake City, UT",41620.0
January,2021,"New California, OH",New California,Ohio,OH,Single Family Residential,6,340000.0,358950.0,5.0,1.0,2.0,2.0,0.4,77.0,0.9775829286205115,0.0,,"Columbus, OH",18140.0
August,2019,"South Russell, OH",South Russell,Ohio,OH,All Residential,-1,286000.0,269000.0,10.0,7.0,3.0,26.0,2.6,81.0,0.963780263025434,0.1,0.3076923076923077,"Cleveland, OH",17460.0
November,2019,"Paragon Estates, CO",Paragon Estates,Colorado,CO,Single Family Residential,6,965000.0,,3.0,1.0,,5.0,1.7,115.0,0.9682685212102238,0.0,,"Boulder, CO",14500.0
January,2012,"Eagle Mountain, TX",Eagle Mountain,Texas,TX,All Residential,-1,191348.0,150510.0,18.0,23.0,25.0,131.0,7.3,98.0,0.9865736268797112,0.1666666666666666,0.198473282442748,"Fort Worth, TX",23104.0
June,2021,"Cuyahoga Falls, OH",Cuyahoga Falls,Ohio,OH,All Residential,-1,170000.0,170000.0,95.0,101.0,128.0,106.0,1.1,10.0,1.0334731377509645,0.663157894736842,0.1792452830188679,"Akron, OH",10420.0
July,2023,"Mahomet, IL",Mahomet,Illinois,IL,Single Family Residential,6,439900.0,400000.0,19.0,10.0,17.0,34.0,1.8,69.0,0.995102205281648,0.263157894736842,0.2647058823529411,"Champaign, IL",16580.0
March,2016,"Petersburg, IL",Petersburg,Illinois,IL,Single Family Residential,6,87000.0,147000.0,1.0,1.0,1.0,19.0,19.0,301.0,0.967741935483871,0.0,,"Springfield, IL",44100.0
June,2023,"Wylandville, PA",Wylandville,Pennsylvania,PA,Single Family Residential,6,625000.0,599900.0,1.0,1.0,1.0,1.0,1.0,52.0,0.9769441187964047,0.0,,"Pittsburgh, PA",38300.0
March,2016,"Brooklyn Park, MN",Brooklyn Park,Minnesota,MN,Condo/Co-op,3,31500.0,219900.0,1.0,,3.0,8.0,8.0,11.0,0.9130434782608696,0.0,0.25,"Minneapolis, MN",33460.0
July,2014,"Eastmont, WA",Eastmont,Washington,WA,Multi-Family (2-4 Unit),4,446200.0,,1.0,,,,,54.0,1.1296202531645567,1.0,,"Seattle, WA",42644.0
January,2015,"Silverton, OH",Silverton,Ohio,OH,All Residential,-1,68000.0,88450.0,3.0,5.0,6.0,27.0,9.0,129.0,0.9150767471207144,0.0,,"Cincinnati, OH",17140.0
August,2012,"Grand Haven, MI",Grand Haven,Michigan,MI,All Residential,-1,110750.0,139500.0,24.0,22.0,23.0,105.0,4.4,127.0,0.9332879549426109,0.125,,"Grand Rapids, MI",24340.0
November,2024,"Oxford, MA",Oxford,Massachusetts,MA,Single Family Residential,6,411000.0,274900.0,2.0,2.0,2.0,4.0,2.0,12.0,1.0426165037508524,1.0,0.75,"Worcester, MA",49340.0
January,2023,"Cobb Island, MD",Cobb Island,Maryland,MD,Single Family Residential,6,362500.0,,1.0,3.0,,1.0,1.0,204.0,0.9085213032581454,0.0,1.0,"Washington, DC",47894.0
February,2014,"Sudbury, MA",Sudbury,Massachusetts,MA,Townhouse,13,788705.0,705500.0,1.0,3.0,9.0,31.0,31.0,296.0,1.0955757744131127,1.0,0.032258064516129,"Boston, MA",14454.0
June,2023,"Austintown, OH",Austintown,Ohio,OH,All Residential,-1,176000.0,164800.0,33.0,37.0,40.0,41.0,1.2,28.0,0.9921239919954852,0.4545454545454545,0.073170731707317,"Youngstown, OH",49660.0
February,2019,"Alabaster, AL",Alabaster,Alabama,AL,All Residential,-1,190700.0,199900.0,38.0,50.0,39.0,110.0,2.9,52.0,0.9789234439562406,0.2105263157894736,0.1636363636363636,"Birmingham, AL",13820.0
December,2019,"Byron, NY",Byron,New York,NY,Single Family Residential,6,56000.0,,1.0,1.0,,1.0,1.0,151.0,1.001968151726606,1.0,,"Batavia, NY",12860.0
January,2024,"Estelle, LA",Estelle,Louisiana,LA,All Residential,-1,199175.0,200000.0,16.0,15.0,13.0,41.0,2.6,89.0,0.9644949845461714,0.1875,0.2926829268292682,"New Orleans, LA",35380.0
July,2014,"Fort Denaud, FL",Fort Denaud,Florida,FL,Single Family Residential,6,188950.0,172450.0,2.0,2.0,4.0,19.0,9.5,311.0,0.8685644874063368,0.0,,"Clewiston, FL",17500.0
August,2021,"Morro Bay, CA",Morro Bay,California,CA,All Residential,-1,867500.0,949500.0,20.0,25.0,14.0,29.0,1.5,30.0,1.0208802944615656,0.4,0.2413793103448276,"San Luis Obispo, CA",42020.0
June,2018,"Delavan, WI",Delavan,Wisconsin,WI,Single Family Residential,6,162500.0,150000.0,11.0,8.0,13.0,38.0,3.5,71.0,0.9821747754410256,0.3636363636363636,0.2368421052631578,"Whitewater, WI",48580.0
July,2014,"Kerman, CA",Kerman,California,CA,Single Family Residential,6,175000.0,204500.0,10.0,10.0,10.0,16.0,1.6,11.0,1.0141670442942732,0.4,0.1875,"Fresno, CA",23420.0
April,2016,"West Miami, FL",West Miami,Florida,FL,All Residential,-1,288500.0,220480.0,2.0,4.0,5.0,15.0,7.5,23.0,1.0527322554124416,0.5,0.0666666666666666,"Miami, FL",33124.0
December,2017,"Verona, MS",Verona,Mississippi,MS,All Residential,-1,25000.0,79950.0,1.0,1.0,2.0,4.0,4.0,111.0,,0.0,,"Tupelo, MS",46180.0
